word,ug,cy,bg,yea,sa,gdb,sv,ny,km,kxv,kn,se,sk,ka,ja,bn,ta,my,fr,sva,lv,tcx,lo,la,uk,zu,mk,kru,bfq,tg,fi,he,ps,krl,tr,xub,tcy,sl,br,ga,ur,ms,hy,ca,tl,el,gd,oc,za,ku,te,de,ko,fa,gv,mn,ar,lt,pl,hu,brh,kfe,af,ml,gon,ru,pci,cs,az,sq,liv,nn,bo,kff,id,yi,et,ba,fo,it,hi,mjt,mt,vep,nl,pt,kfa,gl,be,vi,ro,lzz,da,vro,as,fy,lb,is,es,en,vot,xmf,kfb,th
far,,pɛɬ,dəˈlɛtʃɛn,,,,,,c̥ʰṅāy,,,,,ʃɔri,,,,wékwà,lwɛ̃.tɛ̃,dʒwɛdiä,tâːls,,,ˈpro.kul,,,,,,,ˈkɑukɑnɑ,ʁaˈχɔk,ˈləre,ˈetæhænæ,uˈzac,,,ˈdàːlɛtʃ,,ˈfˠɑd̪ˠə,,d͡ʒaoh,hɛˈru,ʎuˈɲa,,makriˈa,,,,,,fɛʁn,,,,χɔɬ,ba.ʕiːd,,daˈlɛ.kʲi,ˈmɛsːɛ,,,,,,dɐˈlʲɵkʲɪj,,ˈdalɛkiː,uˈzɑχ,,ˈkougɨn,,,,,,ˈkɑugel,ɑˈɫɯ̞θ,,lonˈtano,d̪uːɾ,,,ˈedɑhɑn,vɛr,ˈlõ.ʒɨ,,,daˈlʲokʲi,saː˧˧,deˈpar.te,mɛndrä,,ˈkːɑvːɤn,,,,,,fɑː,ˈkɑukɑlːɑ,ʃɔri,,klaj˧
star,julˈtuz,ˈsɛrɛn,zvɛzˈda,natʃtʃatiɾa,,puʈ,²ɧæːɳa,ɲéˈɲe.zí,tārā,huka,nakʂatɾ,ˈnaːsːtiː,ˈɦvi̯ɛzda,värskʼvlävi,posi,,mīṉ,t͡ɕɛ̀,e.twal,ämtʼqʼwæsg,zvàjɡznɛ,naʈtʃatiɾam,daːu˩˨,,,ímbaːsa,ˈd͡zvɛzda,bi:nko,natʃtʃatɾa,,ˈtæhti,,st̪oˈ.raɪ,ˈtæhti,jɯɫˈdɯ́z,mi:nu,nakʂatɾe,ˈzʋèːzda,ste.ˈʁe.dɛ̃n,ˈɾˠeːl̪ˠt̪ˠə,,bintaŋ,ˈɑstəʁ,əsˈtɾə.ʎə,,,rˠeːɫ̪,,ɗaːu˨˦ ɗei˧˥,,nakʂatɾamu,ʃtɛʁn,pjɘːɭ,sitɒːɾæ,,,,ʒʋɐjɡʲʒʲˈdʲeː,ˈɡvʲaz.da,ˈt͡ʃilːɒɡ,isʈa:ɾ,nakʂaʈiɾam,,nakʂatɾam,sukku,zvʲɪzˈda,cukka,ˈɦvjɛzda,uɫdúz,yɫ,ˈt̪e̞ːd̪j,²stjɛrnə,,ukka,,ˈʃtɛʁən,ˈtæht,jʊ̞nˈdʊ̞ð,ˈʃœtna,ˈstel.la,,bi:nka,,ˈtæhtɑz,stɛr,ɨʃˈtɾelɐ,nakʂatɾa,es̺ˈtɾelɐ,ˈzorka,saːw˧˧,,murutsχi,stjɛrnə,ˈtːæhtː,,,ʃteːʀ,ˈstjartna,esˈtɾeʎa,stɑː(ɹ),ˈtæhti,murutsχi,sukka,daːw˧
correct,,ˈkəu̯ɪr,ˈvɛrɛn,,,,,,,,,,,stsʼɔri,,,,m̥àɴ,kɔʁɛkt,mɛgu,paɾɛ̄īs,,kɛ᷈ː,,,,,,,,ˈoikeɑ,,,ˈoikie,,,,praˈʋíːlən,,,səɦiː,bə.na(r),t͡ʃiʃt,koˈrɛk.tə,,so̞ˈsto̞s,,,,,,kɔˈʁɛkt,o̞ɭtʰa̠,doˈɾos(t),,,sˁa.ħiːħ,,pra.vʲiˈdwɔ.vɨ,ˈhibaːtlɒn,,,,,,ˈpravʲɪlʲnɨj,,ˈspraːvniː,,,ˈɨigi,,,,tə.pat,,ˈɤige,dʏ̞ˈrʏ̞θ,,korˈrɛtto,sə.ɦiː,,,ˈoiged,,ku.ˈʁɛ.tu,,,praˈvʲilʲnɨ,ʔɗʊwŋ͡m˧˦,koˈrekt,mtʰini,,ˈɤikɤ,xu.dʱɔ,,,ˈrjɛht,koˈreɡto,kəˈɹɛkt,ˈɤikɤɑ,tʰinu,,tʰuːk̚˨˩
know,,ˈmɛdrɨ̞,,aɾiʋo,,sun,veːta,,cer,,ari,,ˈvɛɟi̯ɛc,tsɔdnä,,,aṟi,θḭʃḭ,savwaʁ,mäχäl,zinâːt,aɾspini,huː˥˧,ˈski.oː,ˈznɑte,,,akʰna,aɾaʋə,dɔːnistæn,ˈtietæː,ˈjeda,poˈheˈdəl,ˈtietyæ,bilˈmɛ́c,gott(ə) uɳɖi,teɾijaɾa,,,,dʒanːa,tahu,ɡitɛˈnɑl,səˈbə,,ˈksɛ.ɾɔ,,,ɣo˦˨,ˈzɑːniːn,eṟāgu,ˈvɪsn̩,ˈa̠ːɭda̠,d̪ɒːnesˈt̪ʰæn,,mitəx,ʕa.li.ma,ʒɪˈnoː.tʲɪ,ˈvʲɛ.d͡ʑɛt͡ɕ,ˈtud,tʃa:ing,asu:bej,vɪət,aɾajuga,jeɾpaʈ,znatʲ,pun,ˈvjɛɟɛt,bilˈmæk,di,ˈt̪iːe̞d̪ɨ,,*ɕes,teluse:,ta.hu,vɪsn̩,ˈteɑdmɑ,,,saˈpeː.re,ˈd͡ʒɑːn̪.n̪ɑː,ha:hpo,,ˈtetɑ,ˈʋeːtə(n),sɐ.ˈbeɾ,aɾi,,ˈvʲedat͡sʲ,ʔɓiət̚˧˦,ʃti,ɔtʃkʰinu,,ˈtːiːtmæ,,,,ˈvɪːta,saˈbeɾ,nəʊ,ˈtæːtæː,rtʃkʰinä,uɾtanɖa:t,ruː˦˥
grass,,ˈɡlaswɛɬd,trɛˈva,,t̪ŕ̩.ɳɐ,,,ˈu.d͡zú,s̥mau,,,ˈsitnuː,ˈtraːva,bäläχi,kɯ̟̊ᵝsa̠,,,mjɛʔ,ɛʁb,mɛl,,,ɲaː˨˩,ˈher.ba,,útʃâːni,,,,sæbzæ,ˈruoho,ˈdeʃe,,ˈheinæ,ɔt,,,ˈtràːʋa,ˈɡɛwt,fʲeːɾˠ,,,χɔt,ˈeɾ.bə,daˈmo,,ˈfiəɾ,ˈɛrβo,ɲɯ˥,,,ɡʁaːs,,sæbze,feːə,ows,ħa.ʃiːʃ,ʒoˈlʲeː,ˈtra.va,ˈfyː,,,,,,trɐˈva,,ˈtraːva,,baɾ,ˈɑːinɑ,ɡrɑːs,*rt͡sʷa,,,ɡʁɔz,ˈrohi,ʏˈlæn,kɹɛaːs,ˈɛrba,,,ħɐˈʃiːʃ,ˈhein,ɣrɑs,ˈɡɾɐ̃mɐ,,ˈɛɾβa̝,,kɔ˧˩,ˈjar.bə,tʼkʼä,,ˈhɑin,ɡʱãʱ,ɣɛːs,ɡʀaːs,kraːs,ˈpas.to,ɡɹɑːs,ˈroho,tʼqʼä,,jaː˥˩
hand,,ɬaːu̯,rəˈka,kaj,ɦɐ́s̪.t̪ɐ,ki:,hand,ˈd͡za.ⁿd͡ʒa,ṭai,keju,kaj,,ˈruka,χɛli,,ɦat̪,kaj,lɛʔ,mɛ̃,ʃi,ɾùoka,koi,mɯː˦˥,ˈma.nus,rʊˈkɑ,isáːnɮa,,kʰekkʰa,kaj,,ˈkæsi,jad,lɑs,ˈkæsi,el,ki:ja,kai,rɔ̀ːka,ˈdɔʁn,l̪ˠɑːvˠ,ɦat̪ʰ,taŋan,d͡zɛrkʰ,ˈma,,ˈçeɾi,ɫ̪ãːv,ma,mɯ˧˩,,tʃejji,hant,sʰo̞n,dæst,,ɢar,jad,ɾɐŋˈkɐ,ˈrɛŋ.ka,ˈkeːz,ɖu:,kaij,,kaj,kaj,rʊˈka,key,ˈruka,,dɔɹ,ˈpiv,hɑnd,,kaj,taŋan,hant,ˈkæsi,quɫ,hɔnt,ˈmaːno,ɦaːt̪ʰ,ʈeʈu,,ˈkæzi,ɦɑnt,ˈmɐ̃w̃,kaj,,,taj˧˧,ˈmɨ.nə,χɛ,hɔnˀ,ˈkːæsːi,,,hant,hœnt,ˈmano,hænd,ˈtʃæsi,χɛ,keju,mɯː˧
float,,,,,,,flyːta,,,,,,,tʼivtʼivi,,,,mjɔ́,flɔ.te,,,,,ˈflu.i.toː,,,,,,,ˈkelːuɑ,,,ˈkeiluo,,,,,,,,,,floˈta,,,,,,,,ˈtʀaɪ̯bm̩,,,,,,,,ˈlɛbɛɡ,,,,,,ˈplavətʲ,,ˈplavat,,,ˈpluːokst̪ɨ,,,,,,ˈhɤljumɑ,,,ɡalledˈdʒare,,,,ˈujudɑ,ˈdrɛi̯və(n),,,,,noj˧˩,,mɔmkʰu,,ˈhɤlʲomɑ,,,,,,fləʊt,ˈuʝuɑ,pʰäpʰäpʰi,,
night,,noːs,nɔʃt,andi,ɽɑ́ːt̪.ɽi,tukud,natː,,yp´,la:n,ɾa:tɾi,ˈiɟɟa,ˈnɔt͡s,ʁämɛ,⟨yo1ru⟩,,iɾa:ʋə,ɲa̰,nɥi,lɛtʰ,nakts,ekka:ɖə,,noks,ˈnʲit͡ʃ,úɓusûːɠu,nɔc,ma:ha,iɾə,,ˈyø,ˈlaj.la,,ˈyø,ɟe̞ˈdʒɛ,ədlə,ɾa:tɾe,noːtʃ,,ˈiːhə,raːt̪,,ɡiˈʃɛɾ,ˈnit,ɡɐˈbi,ˈnixta,,ˈnɥɛtʃ,hɯn˧˩,ˈʃɛv,ɾa:tɾi,naxt,pa̠m,ʃæb,ɛi,,laj.la,nɐkˈtɪs,nɔt͡s,ˈeːjsɒkɒ,nam,e:lumaɾam,naχ,ɾa:tɾi,naɾkaɖ,not͡ɕ,tūk,not͡s,,ˈnaːt,ˈiːe̞,nɑtː,,mulipe,ˈmalam,,ˈøː,tʏ̞n,nɔʰtː,ˈnɔtːe,ɾɑːt̪,ɾa:ti,lɛjl,ˈø,nɑxt,ˈnoj.tɨ,bajiʈə,ˈnojt̪ɪ,not͡ʂ,ʔɗem˧˧,ˈno̯ap.te,sɛri,nad̥,ˈɨː,ɹati,ˈnaxt,ˈnuə̯ɕt,nouʰt,ˈnot͡ʃe,naɪt,ˈøː,sɛri,siɾbedin,klaːŋ˧.kʰɯːn˧
day,,dɨːð,,,d̪i.n̪ɐ́,,,ˈt͡sí.ku,t̥ʰṅai,,,ˈpea̯jːviː,,dʁɛ,nʲiti,,,nḛ,ʒuʁ,lädɛʁ,,,wan˦˥,ˈdi.eːs,ˈdɛnʲ,ûːsûːɠu,,,,rɵːz,ˈpæiʋæ,,wrad͡z,ˈpæivæ,ɡyn,,,,ˈdɛj,l̪ˠɑː,,hari,ɔɾ,ˈdi.ə,,,,,ŋon˧˩,ˈɾoʒ,,tɑːk,,ɾuːz,,otər,jawm,,d͡ʑɛɲ,ˈnɒp,,,daχ,,,ˈsutkʲɪ,,dɛn,,,ˈpæːvɑ,,*ȵi.ma,,,tɔɡ,ˈpæeʋ,tæwˈlɪ̞k,ˈtɛaːvʊɹ,ˈd͡ʒorno,d̪ɪn,,,ˈpæiv,dɑx,ˈdi.ɐ,,ˈd̪iɐ,,ŋaj˨˩,zi,dʁä,døjn,ˈpːæiv,din,,daːχ,ˈtaːɣʏr,ˈdia,deɪ,ˈpæivæ,dʁä,,wan˧
snake,jilɑn,nei̯dr,zmiˈja,,s̪ɐɽ.pɐ́,,ˈʊrm,ˈⁿd͡ʒó.ka,bs´,,,ˈkea̯rpmaʃ,ˈɦat,gvɛli,pemi,ʃɑp,,mwè,sɛʁ.pɑ̃,hwidʒ,tʃūska,,ŋuː˦˥,ˈan.ɡʷis,,íɲôːɠa,,,,mɔːr,ˈkæːrme,naˈχaʃ,,ˈkiærmis,jɯ.ˈɫɑn,,,ˈkàːtʃa,ˈnaɛr,ˈn̪ˠæhəɾʲ,sãp,ula(r),ɔt͡sʰ,ˈseɾp,,ˈfiði,,,ŋɯ˧˩,,,ˈʃlaŋə,pe̞ːm,mɒːɾ,,mɔɢɔi,θuʕ.baːn,ɡʲiːˈʋaːtʲeː,vɔŋʂ,ˈkiːɟoː,,,slɑŋ,,,zmʲɪˈja,,ɦat,,ˈɟ͡ʝaɾpəɹ,ˈuːʃkɑ,,*zbrul,,,ʃlaŋ(ɡ),ˈmɑdu,jɯ̞.ˈɫɑn,,serˈpɛn.te,sɑ̃ːp,,,ˈgɑd,slɑŋ,ˈkɔ.bɾa,,ˈsɛɾpe̝,zʲmʲaˈja,zan˧˦,ˈʃarpe,tsʼitsʼilä,,ˈhusː,xap,,ʃlaːŋ,ˈstnauːkʏr,serˈpjente,ˈsneɪk,ˈmɑto,gvɛri,,ŋuː˧
they,uˈlɑr,huːɨ̯,t̪ɛ,,,,dɔm,ˈi.wó,gāt´,,,,ˈɔɲi,isini,ka̠ɾe̞ɾa̠,t̪ara,,θùdo̰,il,ɛdʒær,,,,ˈi.iː,wɔˈnɪ,ɓoːná,tiɛ,,,,ˈhe,,,ˈhyø,onˈlar,,,ˈɔ̀ːni,,ʃiəd̪ˠ,,mərekə,nəˈɾɑŋkʰ,ˈeʎs,,,iət̪,,,,,ziː,kɯdɯɭ,ʔeːˈʃɒːn,,,hu.maː,jæ,ˈɔ.ɲi,ˈøːk,,,,,,ɐˈnʲi,,ˈoɲɪ,o(n)lar,aˈta,ˈne̞,,,,məreka,,ˈnemɑd,uˈɫɑr,tʰaiːɹ,,ʋeː,,ˈuːmɐ,ˈhiː,zɛi̯,ˈe.lɨʃ,,,,hɔ˧˨ʔ,jej,ɛntʰɛpʰɛ,di,ˈnimæʔ,xiʱɔt,ja,,θeiːr,ˈeʎos,ðeɪ,ˈnæmæd,tʰinɛpʰi,,kʰaw˩˩˦
we,,niː,ˈni.ɛ,nanga,,a:m,viː,ˈi.fe,yoeṅ,mambu,na:ʋu,ˈmoɑ̯j,ˈmi,tʃvɛn,ɰᵝa̠ta̠ɕi̥ta̠t͡ɕi,,na:m,t͡ɕoʊʔto̰,nu,næ,mɛ̄ːs,o:m,pʰuak˥˧ hau˦˥,noːs,ˈmɪ,tʰiːná,niɛ,na:m,nanga,mɔː,ˈme,(ʔ)aˈnaχnu,muʐ,ˈmyø,bɪz,naɳgə,jankulu,ˈmíː,,mˠɪdʲ,ɦəm,kami,mɛŋkʰ,noˈzal.tɾəs,ˈnaːmɪn,e̞ˈmis,ʃiɲ,nus,,,manamu,viːɐ̯,uɾi,mɒː,,,naħ.nu,mʲæːs,mɨ,ˈmi,,amme,,na:m,mammoʈ,mɨ,ām,mɪ,,nɛ,ˈme̞ːg,meː,,mana:ɖu,kami,,ˈmeie,bɪ̞ð,,ˈnoi,ɦəm,na:mu,,ˈmiː,ʋɛi̯,ˈnɔʃ,nanga,,,t͡ɕʊwŋ͡m˧˦ toj˧˧,noj,tʃkʰin,,ˈmiːʔ,ami,vɛi̯,,vɪð,noˈsotɾos,wiː,ˈmyː,tʃkʰi,amdə,raw˧
dull,,,,,,,,,,,,,ˈtupiː,blägvi,,,,tóʊɴ,e.mu.se,luwrɛ,,,,ˈhe.bes,,,,,,,ˈtylsæ,,,ˈtyltʃːæ,køɾ,,,ˈtɔ́p,,,,,butʰ,,,,,,,,,ʃtʊm(p)f,mudida̠,,,,ka.liːl,,ˈtɛm.pɨ,,,,,,,tʊˈpoj,,ˈtʊpiː,,,ˈt̪ɨːlzɑ,,,,,,ˈnyri,,,,,,,ˈtylts,bɔt,ˈsɛ.ɣu,,,tuˈpɨ,kun˨˩,toˈt͡ʃit,dʒängulä,sløːv,ˈnyhr,,,,,ˈromo,dʌl,ˈtylpːæ,dʒärguliä,,
meat,,kiːɡ,mɛˈsɔ,iɾatʃi,mɑ̃ː.s̪ɐ́,tukud,ɕœtː,ˈɲa.ma,sāc´,,bāḍu,ˈpie̯rːkuː,ˈmæso,χɔrtsi,ɕiɕi,maŋʃo,iṟaicci,ʔəθá,vjɑ̃d,lɛʁw,ɡaʎa,pi:t,,ˈka.roː,ˈmjɑsɔ,íɲaːma,,ahɖa:,pa:ɖə,ɡɵːʃt,ˈlihɑ,bɔˈsɔr,ɣwaˈ.ʂa,ˈlihɑ,ɛt,əɾsi,ma:sa,mɛˈsóː,,fʲoːlʲ,,daɡeŋ,mis,ˈkaɾn,,ˈkre̞as,,,no˧,,ma:msamu,flaɪ̯ʃ,ko̞ɡi,ɡoːʃt,feːlʲ,max,laħm,,ˈmʲɛ̃.sɔ,ˈhuːʃ,su:,podu,fləis,iɾatʃi,haʋʋi,ˈmʲasə,tūk,ˈmaso,,miʃ,ˈle̞jɑː,çøːt,*ɕa,angi:,,flɛɪʃ,ˈlihɑ,it,t͡ʃʰøːʰt,ˈkar.ne,ɡoːʃt̪,ma:kɖu,,ˈlihɑ,vleːs,ˈkaɻ.ne,eɾatʃi,,ˈmʲasa,tʰit̚˧˨ʔ,ˈkarne,χɔrtsi,,ˈlihɑ,maŋxɔ,flai̯s,fleːʃ,kʰjœːt,ˈkarne,miːt,ˈlihɑ,χɔrtsi,muɾija,nɯa̯˦˥
rub,,,,,,,,,,,,,,χäχuni,,,,pʊʔ,fʁɔ.te,liχdʒənɛ,,,,ˈfri.koː,ˈtɛrte,,,,,,ˈhieroɑ,,,ˈhieruo,,,,,,ˈkɪmʲɪlʲ,,,,fɾəˈɡa,,triˈvo,,,,,,ˈʀaɪ̯bnˌ,pibida̠,mɒːliːˈd̪æn,,,,,tʂɛt͡ɕ,ˈdørʒøl,,,,,,tʲɪˈrʲetʲ,,tr̝̊iːt,,fəɾˈkɔj,ˈɨːrɨ,,,,,,ˈhɤːrumɑ,,,strofiˈnare,rəɡəɽna,,ˈɔˁːrɔk,ˈhostæ,ˈvrɛi̯və(n),ˌes.fɾe.ˈɡa(ɻ),,,,tʰwaː˧˧,freˈka,ɔkʰurtʃɔlu,,ˈhɤːrtmɑ,ɡʱɔɦa,,ˈʀɑɪvən,,,ɹʌb,ˈɤːrtɑː,tʃirkʰɔli,,kʰat̚˨˩
play,,ˈχwaraɨ̯,iˈɡrajə,,,,,,leṅ,,,,ˈɦrac,däkʼvrä,a̠so̞bɯ̟ᵝ,,,sʰɔ̰,ʒwe,liʃmɛ,,,,ˈluː.doː,ˈɦrɑte,,,,,,ˈleikːiæ,,ˈlobe kawəl,ˈkiʒɑtɑ,,,,iˈɡraːti,,ˈɪmʲəɾʲ,kʰeln̪aː,,χɑˈʁɑl,ʒuˈɡa,maɡ.la.ˈɾoʔ,,,,,,,ˈʃpiːlən,ˈno̞ːɭda̠,,,,,ˈʒɐjsʲtʲɪ,ɡrat͡ɕ,ˈjaːt͡sːik,,,,,,ɪˈɡratʲ,,ɦraːt,ojnɑˈmɑχ,,ˈmængɨ,,,,,,ˈmængimɑ,,,d͡ʒoˈkä.re,kʰeːl.nɑː,,,ˈvætæ,ˈspeːlə(n),ʒu.ˈɣaɾ,,,,t͡ɕəːj˧˧,,gɛlätʃämu,lajə,ˈmænkmæ,,,,ˈleiːka,xuˈɡaɾ,pleɪ,ˈmæntʃiæ,mɛgämä,,len˥˩
moon,,ˈɬeɨ̯ad,luˈna,nilatʃi,t͡ɕɐn̪.d̪ɽɐ́,neling,ˈmoːˌnɛ,ˈmʷe.zí,lokkʰae,lendʒu,candra,ˈmaːnnuː,ˈmɛsi̯at͡s,mtʰvärɛ,ta̠iĩɴ,,cantiraṉ,la̰,lyn,dɔʃdul,,nila,,ˈluː.na,,íɲaːnɡá,,tʃando,tinguʋa,,ˈkuː,jaˈʁɛaχ,spoʐˈməi,ˈkuː,aj,pəɾi,tʃendɾe,ˈlùːna,,ɟəˈl̪ˠɑx,,bulan,luˈsin,ˈʎu.nə,,,,ˈlyno,ɣoːŋ˧ ɗɯːn˨˦,,tʃendɾuɖu,moːnt,ta̠ɭ,,eːs,sar,,mʲeːˈnʊlʲɪs,ˈkɕɛŋ.ʐɨt͡s,ˈhold,ʈu:be,nelavə,,tʃendɾan,dʒango,lʊˈna,neliñ,ˈmjɛsiːt͡s,,hənə,ˈkuː,,*zla.ba,sanɖama:ma,bu.lan,,ˈkuː,ɑj,ˈmɔanɪ,ˈlu.na,t͡ʃɑːnd̪,bilpdu,ˈʔaːmɐr,ˈku,maːn,ˈlu.ɐ,tʃendɾa,ˈluɐ,,,ˈlunə,tʰutʰä,,ˈkːuː,zʊn,ˈmwanə,,tʰuŋl,ˈluna,muːn,ˈkuː,tʰutʰä,nela,t͡ɕan˧
child,ˈbɑlɑ,ˈplɛntɨ̞n,dɛˈtɛ,,ɕí.ɕu,,bɑːrn,,kūn,,,ˈmaːnnaː,ˈɟi̯e.ca,bävʃvi,ko̞do̞mo̞,,,kʰəlé,ɑ̃.fɑ̃,bɛpʰʃw,bæ̀ːɾns,,,ˈfiː.li.us,deˈtɪnɐ,uḿ̩ntwaːna,ˈdɛtɛ,,,kɵdæk,ˈlɑpsi,ˈje.led,,ˈlɑpsi,t͡ʃo̞ˈd͡ʒuk,,,ɔˈtrɔ́k,,ˈpˠɑːʃtʲə,,anaʔ,jɛɾɛˈχɑ,ˈnən,,peˈði,,,lɯk˧,ˈzɑːɾok,,kɪnt,ʌ̹ɾini,bætːʃʰe,,,tˁifl,ˈvɐɪ̯ˑkɐs̪,ˈd͡ʑɛt͡s.kɔ,ˈɟɛrɛk,,,kənt,,,rʲɪˈbʲɵnək,,ˈɟiːcɛ,uˈʃɑχ,,ˈlæpʃ,bɑːrn,,,,kɪnd,ˈlɑps,bɑˈɫɑ,ˈpatn,bamˈbi.no,bət͡ʃ.t͡ʃɑː,,,ˈlɑpsʲ,kɪnt,ˈfi.ʎu,,ˈne.na,,ʔɗɨə˧˦ ʔɓɛ˧˦,fiw,bɛrɛ,barn,ˈlɑtːsː,sɔli,bɛːn,kant,ˈpartn,ˈixo,t͡ʃaɪld,ˈlɑhsi,bäʁänä,,luːk̚˥˩
root,,ɡwrai̯ð,ˈkɔrɛn,be:ɾə,,kuɾe,,ˈmu.zu,ṛs,ʋeɾ,be:ɾu,ˈruo̯htas,ˈkɔrɛɲ,pʰɛsvi,ne̞,,ʋe:ɾə,ʔəmjɪʔ,ʁa.sin,tsʼusχund,,ʋeɾ,hâːk,ˈraː.diːks,ˈkɔrʲinʲ,ímpâːnde,,pa:da,pe:ɾə,reʃæ,ˈjuːri,ˈʃoʁɛʃ,,ˈjuːri,,bja:ɾə,be:ɾu,kɔrɛˈnìːna,,fʲɾʲeːvˠ,d͡ʒəɽ,aka(r),ɑɾˈmɑt,əˈrɛl,,,,rraˈis,,ˈɾɛh,ʋe:ɾu,ˈvʊʁt͡sl̩,p͈uɾi,ɾeːʃæ,,untəs,d͡ʒa.ða.ra,ʃɐkʲˈn̪ʲɪs̪,ˈkɔ.ʐɛɲ,ˈɟøkeːr,ɾo:tɛ,bʰulo:gam,,ʋe:ɾə,hi:ɾ,ˈkorʲɪnʲ,vār,ˈkor̝ɛn,kœk,rəːɲ,ˈjuːrʲ,ruːt,*rt͡sa.ba,ʋe:ɾ,,,ˈjuːr,tɑˈmɯ̞r,ɹɔuːt,raˈditʃe,d͡ʒəɽ,banda:,,ˈjurʲ,ˈʋɔr.təl,ʁa.ˈis,be:ɾə,raˈiθ,ˈkoranʲ,ze˦ˀ˥,,dʒidʒi,roːd,ˈjuːr,xia,,ˈvuə̯t͡səl,rouːt,raˈiθ,ɹuːt,ˈʝuːri,dʒindʒi,ʋe:ɾkam,raːk̚˥˩
blow,,ˈχwəθɨ̞,,,,,,,pk´,,,,,bɛrvä,ɸɯ̟ᵝkɯ̟ᵝ,,,m̥oʊʔ,su.fle,libɛlɛ,,,,floː,,,ˈduva,,,,ˈpuhɑltɑː,,,ˈpuhɑlduɑ,,,,,,ʃeːdʲ,,,pʰəˈt͡ʃʰɛl,buˈfa,,,,,,,,ˈblaːzn̩,ˈpuːɭda̠,,,uɮex,na.fa.xa,ˈpǔːsʲtʲɪ,ˈdmu.xat͡ɕ,ˈfuːj,,,,,,dutʲ,,ˈvaːt,,,ˈpuːgɨ,,,,,,ˈpuhumɑ,,,sofˈfjare,,,,ˈpuhudɑ,ˈblaːzə(n),suˈpɾaɾ,,,,tʰoj˧˩,,bäräpʰä,blɛːsə,ˈpːuhkːmɑ,,,,,,bləʊ,ˈpuhuɑ,bäruä,,pʰat̚˦˥
stab,,,,,,,,,,,,,,rtʃʼɔbä,,,,tʰó,pwa.ɲaʁ.de,liswɛm,,,,konˈfo.di.oː,,,,,,,ˈpistæː,,,ˈpystelːæ,,,,,,,,,χoˈtsʰɛl,ə.pu.ɲəˈla,,,,,,,,ˈʃtɛçn̩,,,,,tˁa.ʕa.na,,,ˈdøf,,,,,,zɐˈkalɨvətʲ,,,,,ˈsiskɨ,,,,,,ˈpistmɑ,,,puɲɲaˈlare,,,,ˈtʃokɑitɑ,ˈsteːkə(n),,,,,ʔɗəm˧˧,,ɔtsigu,,ˈtːsːusːkːɑmɑ,,,,,apuɲaˈlaɾ,stæb,ˈpisːæː,tsikʼäpʰä,,tʰɛːŋ˧
